Region,Subregion,Country,country_code,Variables,Sub-Variables,Value,Sentences,Working Document,Production_MW,Production_Mt,Official
LATAM,LATAM,Chile,CHL,Production capacity,2030,"25,000 MW",(explained in the slide 21),CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,"25,000 MW",1.74 Mt,
LATAM,LATAM,Chile,CHL,Trade medium,Medium term,Ammonia,"A clear opportunity for green ammonia exports exists in themedium-term, as well as for the first hydrogen exports.",CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,,,
LATAM,LATAM,Chile,CHL,Trade medium,After medium term,"Syn-fuel, methanol","New export markets open in the long-term, enabling amassive scale-up of production. Fuels derived from green hydrogen will be key to decarbonize the shipping and aviation sectors, both in domestic and international routes.",CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,,,
LATAM,LATAM,Chile,CHL,Trade partner,,"EU, CN, JP, KR, US, LATAM",(explained in the graph),CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,,,
LATAM,LATAM,Chile,CHL,Trade reason,,Gain benefit from cheap hydrogen production,Green hydrogen produced in the Atacama Desert and in the Magallanes Region will achieve the lowest levelized cost of production* on the planet by 2030.,CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,,,
LATAM,LATAM,Chile,CHL,Trade strategy,,Export,Reductions in electrolyzer and renewable power costs will lead to highly competitive green hydrogen production for domestic use and export.,CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,,,
LATAM,LATAM,Chile,CHL,Trade time,Ammonia,2028,"The start of export activities and extended local uses will be seen before the decade is over. A clear opportunity for green ammonia exports exists in the medium-term, as well as for the first hydrogen exports. (in the graph). Export markets will continue to grow as other nations take action to deeply decarbonize their economies.",CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,,,
LATAM,LATAM,Chile,CHL,Trade time,Hydrogen,2022,"The start of export activities and extended local uses will be seen before the decade is over. A clear opportunity for green ammonia exports exists in the medium-term, as well as for the first hydrogen exports. (in the graph). Export markets will continue to grow as other nations take action to deeply decarbonize their economies.",CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,,,
LATAM,LATAM,Chile,CHL,Trade value,2030,$11 Billion,Projection of Chilean markets for green hydrogen and its derivatives (BUSD) (in the graphs),CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,,,
LATAM,LATAM,Chile,CHL,Trade value,2050,$24 Billion,Projection of Chilean markets for green hydrogen and its derivatives (BUSD) (in the graphs),CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,,,
LATAM,LATAM,Chile,CHL,Type of hydrogen,,Green,Leaders in production of green hydrogen via electrolysis,CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,,,
LATAM,LATAM,Colombia,COL,Additional note,,N/A,,,,,
LATAM,LATAM,Colombia,COL,Domestic demand,,,,,,,
LATAM,LATAM,Colombia,COL,Energy source,,,,,,,
LATAM,LATAM,Colombia,COL,Export to China,,Yes,Three major regions have been identified where hydrogen demand will be concentrated and which are expected to import part of this demand. ,COL_Colombia’s Hydrogen Roadmap (eng),,,
LATAM,LATAM,Colombia,COL,Infrastructure strategy,,Export hub in La Guajira Peninsula (renewable source and shipping port),"in the north of the country there is an ambitious plan to create a logistical export hub, taking advantage of the region's outstanding wind and solar potential, especially the very high-quality wind resource on the La Guajira peninsula.",COL_Colombia’s Hydrogen Roadmap (eng),,,
LATAM,LATAM,Colombia,COL,Production capacity,Conservative,"1,000 MW","Develop between 1 and 3 GW of electrolysis capacity in regions with high renewable resources such as La Guajira, as well as in places close to where consumption takes place in order to minimize transportation costs,",COL_Colombia’s Hydrogen Roadmap (eng),"1,000 MW",0.07 Mt,
LATAM,LATAM,Colombia,COL,Production capacity,Optimistic,"3,000 MW","Develop between 1 and 3 GW of electrolysis capacity in regions with high renewable resources such as La Guajira, as well as in places close to where consumption takes place in order to minimize transportation costs,",COL_Colombia’s Hydrogen Roadmap (eng),"3,000 MW",0.21 Mt,
LATAM,LATAM,Colombia,COL,Public financing,,,,,,,
LATAM,LATAM,Colombia,COL,Trade medium,2050,"Ammonia, syn-fuel","According to the results obtained, 40% of the total hydrogen demand in 2050, i.e. 740 kt of hydrogen, will be used to supply the production of low-carbon derivatives, mainly in the form of ammonia and synthetic fuels (Figure 10)",COL_Colombia’s Hydrogen Roadmap (eng),,,
LATAM,LATAM,Colombia,COL,Trade medium,,"Methanol, liquid organic carriers","Hydrogen transport by ship will be in the form of liquid hydrogen or by carriers such as ammonia, methanol, and liquid organic carriers.",COL_Colombia’s Hydrogen Roadmap (eng),,,
LATAM,LATAM,Colombia,COL,Trade partner,,"CN, JP, KR, IN, EU, US",Three major regions have been identified where hydrogen demand will be concentrated and which are expected to import part of this demand. ,COL_Colombia’s Hydrogen Roadmap (eng),,,
LATAM,LATAM,Colombia,COL,Trade reason,,Exceptional renewable resources,Colombia aspires to become a benchmark in the global hydrogen economy primarily because of its exceptional renewable resources and the government's determination to foster their deployment.,COL_Colombia’s Hydrogen Roadmap (eng),,,
LATAM,LATAM,Colombia,COL,Trade strategy,,Export,"Therefore, Colombia will begin to compete in the international low-carbon hydrogen markets, reaching an export potential comparable in revenue to its current coal exports (more than 5 billion dollars) in the long-term.",COL_Colombia’s Hydrogen Roadmap (eng),,,
LATAM,LATAM,Colombia,COL,Trade time,,2030,2030-2050 period: During this period export to other geographies begins,COL_Colombia’s Hydrogen Roadmap (eng),,,
LATAM,LATAM,Colombia,COL,Trade value,2050,$5 Billion,"Therefore, Colombia will begin to compete in the international low-carbon hydrogen markets, reaching an export potential comparable in revenue to its current coal exports (more than 5 billion dollars) in the long-term.",COL_Colombia’s Hydrogen Roadmap (eng),,,
LATAM,LATAM,Colombia,COL,Type of hydrogen,,,,,,,
LATAM,LATAM,Costa Rica,CRI,Additional note,,N/A,,,,,
LATAM,LATAM,Costa Rica,CRI,Domestic demand,,,,,,,
LATAM,LATAM,Costa Rica,CRI,Energy source,,,,,,,
LATAM,LATAM,Costa Rica,CRI,Infrastructure strategy,,Yet to be determined,"The feasibility and need for large-scale storage infrastructures should be studied, as well as the convenience of venturing into the production of hydrogen derivatives, as well as determining the infrastructure needs in case of export.",CRI_National Strategy of Green Hydrogen from Costa Rica 2022-2050 (eng),,,
LATAM,LATAM,Costa Rica,CRI,Production capacity,2030,500 MW,A. Achieve between 150 and 500 MW of installed and developing electrolysis capacity by 2030.,CRI_National Strategy of Green Hydrogen from Costa Rica 2022-2050 (eng),500 MW,0.03 Mt,
LATAM,LATAM,Costa Rica,CRI,Public financing,,,,,,,
LATAM,LATAM,Costa Rica,CRI,Trade medium,,"Biofuels, synfuels","Air  transport  currently  does  not  present  a  demand  for  hydrogen,  neither  in  Costa  Rica  nor  in  other  countries  of  the  world.  With  the  current  technological  perspective,  the  decarbonization  of  the  aviation  sector  globally  is  seen  through  two  alternatives:  biofuels  and  synthetic  fuels.",CRI_National Strategy of Green Hydrogen from Costa Rica 2022-2050 (eng),,,
LATAM,LATAM,Costa Rica,CRI,Trade medium,,"Ammonia, methanol, other biofuels","This  segment  has  been  identified  as  an  opportunity  to  study  in  detail  later,  to  quantify  its  size  and  the  impact  that  participating  in  this  regional  market  through  ammonia,  methanol  and  other  biofuels  would  have  on  Costa  Rica.",CRI_National Strategy of Green Hydrogen from Costa Rica 2022-2050 (eng),,,
LATAM,LATAM,Costa Rica,CRI,Trade partner,,Yet to be determined,Identification of potential international trade partners for Costa Rica on the hydrogen issue.,CRI_National Strategy of Green Hydrogen from Costa Rica 2022-2050 (eng),,,
LATAM,LATAM,Costa Rica,CRI,Trade reason,,Climate change mitigation national goals with potential country position to become a hub (for maritime trade & exports),"In addition, Costa Rica will become a technological hub of human capital specialized in energy transition, decarbonization and hydrogen to support other countries in the Latin American region and the world to achieve their climate change mitigation goals, in the way that Costa Rica will have reached them. Additionally, Costa Rica is located between two oceans, a position that places it as a potential opportunity  to become a hub for maritime trade and exports. Likewise, it could play a role as an accompaniment to the logistics hub of Panama that may exist around the maritime sector, especially also due to its proximity to the canal",CRI_National Strategy of Green Hydrogen from Costa Rica 2022-2050 (eng),,,
LATAM,LATAM,Costa Rica,CRI,Trade strategy,,Export potential,"Hydrogen export: this block proposes actions to enable the export of hydrogen, with the aim of making business models viable and creating opportunities, with the ultimate goal of meeting local demand and being able to decarbonize the national economy",CRI_National Strategy of Green Hydrogen from Costa Rica 2022-2050 (eng),,,
LATAM,LATAM,Costa Rica,CRI,Trade time,,N/A,Japan has the objective of using up to 3 million tons/year by 2030 and approximately 20 million tons/year by 2050,CRI_National Strategy of Green Hydrogen from Costa Rica 2022-2050 (eng),,,
LATAM,LATAM,Costa Rica,CRI,Trade value,,N/A,,,,,
LATAM,LATAM,Costa Rica,CRI,Type of hydrogen,,,,,,,
LATAM,LATAM,Ecuador,ECU,Additional note,,,,,,,
LATAM,LATAM,Ecuador,ECU,By-product,,,,,,,
LATAM,LATAM,Ecuador,ECU,Domestic demand,,,,,,,
LATAM,LATAM,Ecuador,ECU,Energy source,,,,,,,
LATAM,LATAM,Ecuador,ECU,Export to China,,,,,,,
LATAM,LATAM,Ecuador,ECU,Infrastructure strategy,,,,,,,
LATAM,LATAM,Ecuador,ECU,Production capacity,,,,,,,
LATAM,LATAM,Ecuador,ECU,Public financing,,,,,,,
LATAM,LATAM,Ecuador,ECU,RnD fund,,,,,,,
LATAM,LATAM,Ecuador,ECU,Trade medium,,"Green amonia, methanol","In a first stage, importing countries are mainly betting on two products: green ammonia and methanol,  which may be necessary as hydrogen carriers or as a final product or input for other industrial processes",ECU_Hoja-de-Ruta-del-Hidrogeno-Verde-en-Ecuador (esp),,,
LATAM,LATAM,Ecuador,ECU,Trade medium,,"Synfuel, LH2","In later stages of deployment (towards 2035), synthetic fuels (which can make use of existing fossil fuel infrastructure) and liquid hydrogen are expected to evolve technologically, become more competitive and fill the demand for hydrogen. Worldwide. In these  stages, in addition to the export of ammonia, the export of green fertilizers can also begin to be considered, depending on the development that occurs at the local and global market level",ECU_Hoja-de-Ruta-del-Hidrogeno-Verde-en-Ecuador (esp),,,
LATAM,LATAM,Ecuador,ECU,Trade partner,,,,,,,
LATAM,LATAM,Ecuador,ECU,Trade reason,,"Has various sources of renewable energy, availability of water resources, land, and sources of sustainable CO2 from biomass waste","Ecuador, with its various sources of renewable energy (solar, hydraulic, geothermal, wind, biomass), the availability of water resources, land and sources of sustainable CO2 from biomass waste. With this  national green hydrogen strategy, Ecuador takes an important step in its integration in the implementation of the global hydrogen chain, reinforcing its commitment to reducing greenhouse gas emissions at the national level and to the energy transition that allows us to achieve carbon neutrality worldwide.",ECU_Hoja-de-Ruta-del-Hidrogeno-Verde-en-Ecuador (esp),,,
LATAM,LATAM,Ecuador,ECU,Trade strategy,,Export,"Considering the complete value chain for green hydrogen and its derivatives, a great opportunity is identified, therefore, for a green industrialization of Ecuador and the reduction of its current dependence on fossil fuels, which promotes economic and social development in harmony with the environment. This sustainable development will also allow you to access new international markets with the export of products with high added value",ECU_Hoja-de-Ruta-del-Hidrogeno-Verde-en-Ecuador (esp),,,
LATAM,LATAM,Ecuador,ECU,Trade time,,,,,,,
LATAM,LATAM,Ecuador,ECU,Trade value,2030,51 MUSD/year,Figure 1 page 6,ECU_Hoja-de-Ruta-del-Hidrogeno-Verde-en-Ecuador (esp),,,
LATAM,LATAM,Ecuador,ECU,Trade value,2050,"1,242 BUSD/year",Figure 1 page 6,ECU_Hoja-de-Ruta-del-Hidrogeno-Verde-en-Ecuador (esp),,,
LATAM,LATAM,Ecuador,ECU,Type of hydrogen,,,,,,,
LATAM,LATAM,Panama,PAN,Additional note,,,,,,,
LATAM,LATAM,Panama,PAN,By-product,,,,,,,
LATAM,LATAM,Panama,PAN,Domestic demand,,,,,,,
LATAM,LATAM,Panama,PAN,Energy source,,,,,,,
LATAM,LATAM,Panama,PAN,Export to China,,,,,,,
LATAM,LATAM,Panama,PAN,Infrastructure strategy,,,,,,,
LATAM,LATAM,Panama,PAN,Production capacity,,,,,,,
LATAM,LATAM,Panama,PAN,Public financing,,,,,,,
LATAM,LATAM,Panama,PAN,RnD fund,,,,,,,
LATAM,LATAM,Panama,PAN,Trade medium,,"Ammonia, LH2",Table 1 page 24,PAN_Estrategia Nacional de Hidrógeno Verde y Derivados de Panamá (esp).pdf,,,
LATAM,LATAM,Panama,PAN,Trade partner,,,,,,,
LATAM,LATAM,Panama,PAN,Trade reason,,,,,,,
LATAM,LATAM,Panama,PAN,Trade strategy,,Export,"Panama's strategy as a Sustainable Energy Hub, by taking advantage of our main comparative advantage such as geographical position, and our competitive advantages associated with it, makes the opportunity for our country to position our logistics and transportation platform more than clear. storage to develop a regional H2V storage and transformation hub that complements the production initiatives of said energy vector in Latin America with  a vocation for export to other regions that are already seen as large industrial poles of consumption of the same",PAN_Estrategia Nacional de Hidrógeno Verde y Derivados de Panamá (esp).pdf,,,
LATAM,LATAM,Panama,PAN,Trade time,,,,,,,
LATAM,LATAM,Panama,PAN,Trade value,,,,,,,
LATAM,LATAM,Panama,PAN,Type of hydrogen,,,,,,,
LATAM,LATAM,Paraguay,PRY,Additional note,,The roadmap is not quantitative,,PRY_Towards the Green Hydrogen Roadmap in Paraguay – Conceptual Framework (eng).pdf,,,
LATAM,LATAM,Paraguay,PRY,By-product,,N/A,,,,,
LATAM,LATAM,Paraguay,PRY,Domestic demand,,N/A,,,,,
LATAM,LATAM,Paraguay,PRY,Energy source,2030,Hydropower electricity,"The project will serve to demonstrate the technical feasibility of green hydrogen (produced through the use of renewable energy, based mainly on Paraguay’s abundant hydroelectric resources, for use as a fuel to replace Diesel Oil). ",PRY_Towards the Green Hydrogen Roadmap in Paraguay – Innovation Proposal (eng).pdf,,,
LATAM,LATAM,Paraguay,PRY,Export to China,,N/A,,,,,
LATAM,LATAM,Paraguay,PRY,Infrastructure strategy,,N/A,,,,,
LATAM,LATAM,Paraguay,PRY,Production capacity,2030,0.00116 Mt,Table 23,PRY_Towards the Green Hydrogen Roadmap in Paraguay – Innovation Proposal (eng).pdf,17 MW,0.00 Mt,
LATAM,LATAM,Paraguay,PRY,Public financing,,N/A,,,,,
LATAM,LATAM,Paraguay,PRY,RnD fund,,10 million USD,"Finally, according to the project guidelines and estimates, an overall investment of US$ 10 million could be required for its implementation,",PRY_Towards the Green Hydrogen Roadmap in Paraguay – Conceptual Framework (eng).pdf,,,
LATAM,LATAM,Paraguay,PRY,Trade medium,,N/A,,,,,
LATAM,LATAM,Paraguay,PRY,Trade partner,,N/A,,,,,
LATAM,LATAM,Paraguay,PRY,Trade reason,,Exceptional hydroelectricity resources,"The Paraguayan electrical system counts on an abundant supply of hydroelectricity in power plants, with a current installed capacity of 8,810 MW, which could reach 11,541.86 MW by 2030 (ANDE 2016).",PRY_Towards the Green Hydrogen Roadmap in Paraguay – Conceptual Framework (eng).pdf,,,
LATAM,LATAM,Paraguay,PRY,Trade strategy,,Export potential,"Course of Action 1 proposal: A study demonstrating the feasibility of the green hydrogen economy in Paraguay, including different business models for its production and commercialization (domestic and export).",PRY_Towards the Green Hydrogen Roadmap in Paraguay – Innovation Proposal (eng).pdf,,,
LATAM,LATAM,Paraguay,PRY,Trade time,,N/A,,,,,
LATAM,LATAM,Paraguay,PRY,Trade value,,N/A,,,,,
LATAM,LATAM,Paraguay,PRY,Type of hydrogen,2030,Green,Course Of Action 2: Development Of A Demonstrative Pilot Plan For Green H2 .,PRY_Towards the Green Hydrogen Roadmap in Paraguay – Innovation Proposal (eng).pdf,,,
LATAM,LATAM,Peru,PER,Additional note,,,,,,,
LATAM,LATAM,Peru,PER,By-product,,,,,,,
LATAM,LATAM,Peru,PER,Domestic demand,,,,,,,
LATAM,LATAM,Peru,PER,Energy source,,,,,,,
LATAM,LATAM,Peru,PER,Export to China,,,,,,,
LATAM,LATAM,Peru,PER,Infrastructure strategy,,,,,,,
LATAM,LATAM,Peru,PER,Production capacity,,,,,,,
LATAM,LATAM,Peru,PER,Public financing,,,,,,,
LATAM,LATAM,Peru,PER,RnD fund,,,,,,,
LATAM,LATAM,Peru,PER,Trade medium,,"Ammonia, methanol","Identify and develop technical capabilities and financial necessary for the execution of projects ""gigawatt-scale"" for the production of H2V, ammonia, and/or methanol",PER_Resumen ejecutivo Bases y recomendaciones para la elaboración de la Estrategia de Hidrógeno Verde en el Perú (esp).pdf,,,
LATAM,LATAM,Peru,PER,Trade partner,,,,,,,
LATAM,LATAM,Peru,PER,Trade reason,,Its renewable energy production capacity,Peru's renewable energy production capacity makes it into a potential H2V exporter that is very competitive worldwide.,PER_Resumen ejecutivo Bases y recomendaciones para la elaboración de la Estrategia de Hidrógeno Verde en el Perú (esp).pdf,,,
LATAM,LATAM,Peru,PER,Trade strategy,,Export,Peru's renewable energy production capacity makes it into a potential H2V exporter that is very competitive worldwide.,PER_Resumen ejecutivo Bases y recomendaciones para la elaboración de la Estrategia de Hidrógeno Verde en el Perú (esp).pdf,,,
LATAM,LATAM,Peru,PER,Trade time,,,,,,,
LATAM,LATAM,Peru,PER,Trade value,,,,,,,
LATAM,LATAM,Peru,PER,Type of hydrogen,,,,,,,
LATAM,LATAM,Uruguay,URY,By-product,,N/A,,,,,
LATAM,LATAM,Uruguay,URY,Domestic demand,,"Transport, maritime transport, fertilizers",(explained at page 31),URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Domestic demand,2030,300 MUSD,,URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Domestic demand,2040,"2,000 MUSD",,URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Energy source,,Renewable,"Within this framework, green hydrogen, produced from water and renewable energies and with the capacity to decarbonize different uses (transport, thermal energy, industrial energy, raw materials and stabilization of highly renewable electricity grids) has positioned itself as an energy vector of great relevance in the global agenda, especially for those sectors where decarbonization through electric energy is very complex (hard to abate sectors)",URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Export to China,,N/A,,,,,
LATAM,LATAM,Uruguay,URY,Infrastructure strategy,2026,Build Atlantic export ports,(explained in the roadmap table),URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Investment value,2030,$2.5 billion,,URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Investment value,2040,$19 billion,,URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Production capacity,2030,"2,000 MW",(explained in the roadmap table),URY_Green Hydrogen Roadmap in Uruguay (eng),"2,000 MW",0.14 Mt,
LATAM,LATAM,Uruguay,URY,Production capacity,2040,"10,000 MW",(explained in the roadmap table),URY_Green Hydrogen Roadmap in Uruguay (eng),"10,000 MW",0.69 Mt,
LATAM,LATAM,Uruguay,URY,Public financing,,10 MUSD,"Within the framework of this Fund, aimed at fostering innovation and research in green hydrogen at the national level, a first line of action has been promoted to finance the implementation of the first production projects. 10 million dollars have been earmarked and will be granted through an open call for proposals aimed at the private sector.",URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,RnD fund,,N/A,,,,,
LATAM,LATAM,Uruguay,URY,Trade medium,2020,"Synfuel, Green fertilizer","In the first phase, the export of synthetic fuels and green fertilizers will be promoted, which will help boost the domestic market by targeting long-distance heavy transport. It will be necessary to create incentives and regulations as well as to analyze future infrastructures that will create the conditions for a next phase in which green hydrogen and ammonia can be exported.",URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Trade medium,2025,"H2, Ammonia","In the first phase, the export of synthetic fuels and green fertilizers will be promoted, which will help boost the domestic market by targeting long-distance heavy transport. It will be necessary to create incentives and regulations as well as to analyze future infrastructures that will create the conditions for a next phase in which green hydrogen and ammonia can be exported.",URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Trade partner,,"US, EU","For Uruguay, the size of the opportunity for green hydrogen and related products exports to the European and US markets will depend on their relative competitiveness vis-à-vis potentially competing countries and regions such as the Middle East, Brazil, Chile and North Africa.",URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Trade reason,,To grow economy and export opportunity,"We seek to move from sun and wind to hydrogen, which will allow us to produce exportable synthetic fuels, as well asother derivatives, and hence green fertilizers that can drive sustainable production, spilling over to other sectors of the economy, both at the industrial and agricultural levels.",URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Trade strategy,,Export,"From 2022 to 2024, the aim will be to boost the development of the domestic market and lay the groundwork for the first export projects.",URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Trade time,,2025,"From 2025 to 2029, it will aim at scaling up the domestic market (demand and projects), as well as having the first export-scale projects (such as e-methanol) in operation.",URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Trade value,2030,$95 Million,"This means that Uruguay would have an export opportunity of approximately 1.3 billion dollars by 2040, and 95 million dollars by 2030.",URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Trade value,2040,$1.3 Billion,"This means that Uruguay would have an export opportunity of approximately 1.3 billion dollars by 2040, and 95 million dollars by 2030.",URY_Green Hydrogen Roadmap in Uruguay (eng),,,
LATAM,LATAM,Uruguay,URY,Type of hydrogen,,Green,Title of the document,URY_Green Hydrogen Roadmap in Uruguay (eng),,,
Middle East,Middle East,Israel,ISR,Additional note,,N/A,,,,,
Middle East,Middle East,Israel,ISR,By-product,,N/A,,,,,
Middle East,Middle East,Israel,ISR,Domestic demand,Future,"Transport, Shipping, Industry, Power",Page 8,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Israel,ISR,Energy source,,"Natural Gas, Solar",Page 9,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Israel,ISR,Export to China,,N/A,,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Israel,ISR,Infrastructure strategy,,Hydrogen valleys,Promotion of regional hydrogen valleys: Hydrogen valleys are eco-systems in which several applications share the same production and delivery infrastructure.,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Israel,ISR,Investment value,,N/A,,,,,
Middle East,Middle East,Israel,ISR,Production capacity,Minimum; 2050,2874 MW,Page 9,ISR_Hydrogen Strategy (eng),"2,874 MW",0.20 Mt,
Middle East,Middle East,Israel,ISR,Production capacity,Maximum; 2050,8027 MW,Page 9,ISR_Hydrogen Strategy (eng),"8,027 MW",0.56 Mt,
Middle East,Middle East,Israel,ISR,RnD fund,,N/A,,,,,
Middle East,Middle East,Israel,ISR,Trade medium,,Ships,Page 9,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Israel,ISR,Trade partner,,N/A,,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Israel,ISR,Trade reason,,Limited energy (solar) resources,while the technological path (T) is consistent with a future of limited solar resources and the hydrogen source were assumed to be either from blue hydrogen or import.,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Israel,ISR,Trade strategy,,Net Import,Page 9,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Israel,ISR,Trade time,,After 2035,Page 15,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Israel,ISR,Trade value,Minimum,29 ships,Page 9,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Israel,ISR,Trade value,Maximum Solar,80 ships,Page 9,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Israel,ISR,Trade value,Maximum Tech,264 ships,Page 9,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Israel,ISR,Type of hydrogen,,Low carbon,Page 9,ISR_Hydrogen Strategy (eng),,,
Middle East,Middle East,Oman,OMN,Additional note,,2050 carbon neutrality,Announcement of Net Zero Target 2050,OMN_Green Hydrogen in Oman (eng),,,
Middle East,Middle East,Oman,OMN,Additional note,,N/A,,,,,
Middle East,Middle East,Oman,OMN,By-product,,,,,,,
Middle East,Middle East,Oman,OMN,Domestic demand,,,,,,,
Middle East,Middle East,Oman,OMN,Energy source,,,,,,,
Middle East,Middle East,Oman,OMN,Export to China,,,,,,,
Middle East,Middle East,Oman,OMN,Infrastructure strategy,,Create 3 hydrogen hub close to the port,3 zones in Central/South Oman have been chosen to develop Green H2 (explained further in the graph),OMN_Green Hydrogen in Oman (eng),,,
Middle East,Middle East,Oman,OMN,Production capacity,2030,"10,000 MW",(explained in the graph),OMN_Green Hydrogen in Oman (eng),"10,000 MW",0.69 Mt,
Middle East,Middle East,Oman,OMN,Production capacity,2050,"100,000 MW",(explained in the graph),OMN_Green Hydrogen in Oman (eng),"100,000 MW",6.94 Mt,
Middle East,Middle East,Oman,OMN,Public financing,,,,,,,
Middle East,Middle East,Oman,OMN,Trade medium,,N/A,,,,,
Middle East,Middle East,Oman,OMN,Trade partner,,"JP, KR, Western EU","Japan, Korea and Western Europe likely importers of low carbon H 2 due to limited renewable potential",OMN_Green Hydrogen in Oman (eng),,,
Middle East,Middle East,Oman,OMN,Trade reason,,"To attract FDI, economic gain",Create a Green H2 sector with a competitive LCOH for export markets and attractive for Foreign Direct Investments,OMN_Green Hydrogen in Oman (eng),,,
Middle East,Middle East,Oman,OMN,Trade strategy,,Export,Create a Green H2 sector with a competitive LCOH for export markets and attractive for Foreign Direct Investments,OMN_Green Hydrogen in Oman (eng),,,
Middle East,Middle East,Oman,OMN,Trade time,,N/A,,,,,
Middle East,Middle East,Oman,OMN,Trade value,,N/A,,,,,
Middle East,Middle East,Oman,OMN,Type of hydrogen,,,,,,,
Middle East,Middle East,United Arab Emirates,ARE,Additional note,,2050 carbon neutrality,(explained in the graph),ARE_Updated UAE Energy Strategy 2050 (eng),,,
Middle East,Middle East,United Arab Emirates,ARE,By-product,,N/A,,,,,
Middle East,Middle East,United Arab Emirates,ARE,Domestic demand,,"Oil refining and ammonia, industrial heat and steel, power storage, heavy road transport, ocean shipping, sustainable aviation fuel",Graph at page 7,ARE_UAE Hydrogen Leadership Roadmap (eng),,,
Middle East,Middle East,United Arab Emirates,ARE,Energy source,,"Fossil fuels, renewable energy with electricity",Hydrogen produced with low carbon emissions either as blue hydrogen based on fossil fuels and with carbon capture and storage for emitted carbon or green hydrogen produced based on renewable energy with an electrolyzer,ARE_UAE Hydrogen Leadership Roadmap (eng),,,
Middle East,Middle East,United Arab Emirates,ARE,Export to China,,N/A,,,,,
Middle East,Middle East,United Arab Emirates,ARE,Infrastructure strategy,,"Create 2 hydrogen hub in 2031, and 5 in 2050",(explained in the graph),ARE_UAE Hydrogen Leadership Roadmap (eng),,,
Middle East,Middle East,United Arab Emirates,ARE,Investment value,2017,AED ~337 billion,Graph at page 3,ARE_Updated UAE Energy Strategy 2050 (eng),,,
Middle East,Middle East,United Arab Emirates,ARE,Investment value,2023,AED ~150 - 200 billion,Graph at page 3,ARE_Updated UAE Energy Strategy 2050 (eng),,,
Middle East,Middle East,United Arab Emirates,ARE,Production capacity,2031,1.4 Mt,(explained in the graph page 10),ARE_Updated UAE Energy Strategy 2050 (eng),"20,159 MW",1.40 Mt,
Middle East,Middle East,United Arab Emirates,ARE,Production capacity,2050,15 Mt,(explained in the graph page 10),ARE_Updated UAE Energy Strategy 2050 (eng),"215,989 MW",15.00 Mt,
Middle East,Middle East,United Arab Emirates,ARE,Public financing,,N/A,,,,,
Middle East,Middle East,United Arab Emirates,ARE,RnD fund,,N/A,,,,,
Middle East,Middle East,United Arab Emirates,ARE,Trade medium,,N/A,Page 5,ARE_UAE Hydrogen Leadership Roadmap (eng),,,
